Departamento,Municipio,Demanda Real [MWh],Participación [%]
Boyacá,Corrales,180.03542000000013,"0,00%"
Boyacá,Cerinza,178.00254999999973,"0,00%"
Boyacá,Boavita,177.16963999999967,"0,00%"
Boyacá,Tipacoque,176.0766200000001,"0,00%"
Nariño,Barbacoas,175.29551999999995,"0,00%"
Nariño,Cordoba,174.34392,"0,00%"
Boyacá,Topaga,173.78205000000023,"0,00%"
Nariño,Santacruz,173.52047999999996,"0,00%"
Sucre,Chalan,173.27279999999993,"0,00%"
Nariño,Iles,171.29508,"0,00%"
Boyacá,Cucaita,169.96930000000017,"0,00%"
Nariño,Arboleda,169.88244,"0,00%"
Antioquia,Amalfi,163.49846000000014,"0,00%"
Boyacá,El Cocuy,161.65672999999936,"0,00%"
Boyacá,Viracacha,154.51684000000034,"0,00%"
Boyacá,Sutatenza,147.9991500000001,"0,00%"
Boyacá,Pauna,147.99897000000055,"0,00%"
Boyacá,Guacamayas,146.18046000000004,"0,00%"
Nariño,Providencia,146.07408,"0,00%"
Boyacá,Chinavita,144.54040999999984,"0,00%"
Boyacá,Somondoco,144.26680999999968,"0,00%"
Nariño,Los Andes,136.3458,"0,00%"
Nariño,La Llanada,136.34579999999997,"0,00%"
Nariño,Contadero,135.84432,"0,00%"
Boyacá,El Espino,135.59897000000026,"0,00%"
Boyacá,Tota,135.0543400000003,"0,00%"
Boyacá,Guican,132.52220999999972,"0,00%"
Nariño,San Bernardo,131.30244000000002,"0,00%"
Boyacá,San Mateo,129.4668600000001,"0,00%"
Boyacá,Boyaca,129.44401999999934,"0,00%"
Boyacá,Tinjaca,129.35772000000003,"0,00%"
Boyacá,Chiscas,127.78079999999996,"0,00%"
Boyacá,S.Jose De Pare,125.23616999999989,"0,00%"
Boyacá,Siachoque,121.93566000000008,"0,00%"
Huila,Pital,120.53274,"0,00%"
Boyacá,Labranzagrande,120.27062000000001,"0,00%"
Boyacá,Cubara,118.75149000000019,"0,00%"
Boyacá,Chitaraque,117.56206000000067,"0,00%"
Boyacá,Togui,110.4544000000001,"0,00%"
Boyacá,Chiquiza,109.63272999999987,"0,00%"
Boyacá,Paez,109.38462000000014,"0,00%"
Boyacá,Zetaquira,107.53978000000004,"0,00%"
Boyacá,Cuitiva,103.49575000000002,"0,00%"
Boyacá,Santa Sofia,100.29094000000015,"0,00%"
Boyacá,Jerico,97.79516000000007,"0,00%"
Nariño,Alban,97.57547999999998,"0,00%"
Córdoba,San José De Uré,97.32119999999999,"0,00%"
Boyacá,Panqueba,96.25458999999954,"0,00%"
Boyacá,Quipama,96.14385999999978,"0,00%"
Boyacá,Umbita,86.5465,"0,00%"
Nariño,Ospina,85.21212000000001,"0,00%"
Boyacá,Sora,84.78969999999998,"0,00%"
Boyacá,Caldas,81.62788999999991,"0,00%"
Valle Del Cauca,Trujillo,80.24386999999999,"0,00%"
Boyacá,Gameza,80.1897400000002,"0,00%"
Antioquia,Guatapé,76.02353,"0,00%"
Boyacá,Tenza,71.32656000000001,"0,00%"
Boyacá,Oicata,70.07620999999983,"0,00%"
Boyacá,Almeida,65.45065000000002,"0,00%"
Santander,Pinchote,63.34046999999999,"0,00%"
Boyacá,Buenavista,61.26804,"0,00%"
Boyacá,Coper,61.16305999999979,"0,00%"
Valle Del Cauca,Ulloa,56.27750000000003,"0,00%"
Boyacá,La Capilla,55.62087,"0,00%"
Boyacá,Gachantiva,48.51391,"0,00%"
Boyacá,Rondon,48.41358999999999,"0,00%"
Boyacá,Briceno,44.78881000000007,"0,00%"
Putumayo,Orito,44.40921000000003,"0,00%"
Boyacá,San Eduardo,44.09488999999999,"0,00%"
Boyacá,Berbeo,42.58136,"0,00%"
Valle Del Cauca,Sevilla,28.109489999999994,"0,00%"
Putumayo,Valle Del Guamuez,11.08927999999998,"0,00%"
Antioquia,Santa Barbara,3.8135999999999988,"0,00%"
