Departamento,Municipio,Demanda Real [MWh],Participación [%]
Boyacá,Cucaita,177.13442999999995,"0,00%"
Sucre,Chalan,176.75135999999992,"0,00%"
Boyacá,Corrales,175.78109000000035,"0,00%"
Nariño,Barbacoas,174.85752,"0,00%"
Nariño,Cordoba,173.90112,"0,00%"
Nariño,Santacruz,173.0838,"0,00%"
Nariño,Iles,170.86464000000004,"0,00%"
Magdalena,Santa Ana,169.91387999999984,"0,00%"
Nariño,Arboleda,162.9984,"0,00%"
Boyacá,Topaga,158.5640200000002,"0,00%"
Boyacá,Viracacha,158.51700999999952,"0,00%"
Boyacá,Iza,152.61831999999995,"0,00%"
Boyacá,Somondoco,150.6621000000001,"0,00%"
Boyacá,Tipacoque,149.44003999999995,"0,00%"
Boyacá,Guacamayas,148.95190999999974,"0,00%"
Boyacá,Pauna,146.20434000000017,"0,00%"
Nariño,Providencia,145.70135999999997,"0,00%"
Boyacá,Macanal,144.89387999999963,"0,00%"
Valle Del Cauca,Trujillo,144.66019999999992,"0,00%"
Valle Del Cauca,Ulloa,140.94786000000022,"0,00%"
Boyacá,Cubara,139.56712999999962,"0,00%"
Boyacá,Guican,139.47990000000007,"0,00%"
Boyacá,Sutatenza,136.71048000000005,"0,00%"
Nariño,La Llanada,136.01052,"0,00%"
Nariño,Los Andes,136.01052,"0,00%"
Boyacá,Boyaca,135.67138,"0,00%"
Nariño,Contadero,135.49596000000003,"0,00%"
Boyacá,Tinjaca,131.5990000000001,"0,00%"
Nariño,San Bernardo,130.97724000000002,"0,00%"
Boyacá,El Espino,129.49577999999997,"0,00%"
Boyacá,S.Jose De Pare,126.60776999999999,"0,00%"
Boyacá,San Mateo,126.47948999999988,"0,00%"
Cundinamarca,Quebradanegra,124.92341000000002,"0,00%"
Boyacá,Chiscas,123.35615,"0,00%"
Boyacá,Siachoque,122.71942999999999,"0,00%"
Boyacá,Cienega,119.88218000000002,"0,00%"
Boyacá,Tota,115.45398000000009,"0,00%"
Boyacá,Chitaraque,109.3466500000001,"0,00%"
Boyacá,Paez,109.04825000000002,"0,00%"
Boyacá,Cuitiva,103.18622999999988,"0,00%"
Boyacá,Chiquiza,103.01631000000013,"0,00%"
Boyacá,Chinavita,101.51774999999998,"0,00%"
Boyacá,Labranzagrande,99.95452999999999,"0,00%"
Boyacá,Santa Sofia,99.86008999999999,"0,00%"
Córdoba,San José De Uré,99.30684,"0,00%"
Nariño,Alban,97.3314,"0,00%"
Boyacá,Togui,95.08820000000011,"0,00%"
Boyacá,Panqueba,94.21460000000005,"0,00%"
Putumayo,Orito,93.02113999999999,"0,00%"
Boyacá,Jerico,90.80902000000005,"0,00%"
Boyacá,Caldas,87.54159000000013,"0,00%"
Boyacá,Zetaquira,87.51192999999992,"0,00%"
Boyacá,Quipama,86.43218999999993,"0,00%"
Boyacá,Umbita,86.29035999999999,"0,00%"
Boyacá,Gameza,85.47748000000001,"0,00%"
Nariño,Ospina,85.00884,"0,00%"
Boyacá,Sora,84.52733000000005,"0,00%"
Quindío,Circasia,79.76916000000006,"0,00%"
Boyacá,Tenza,78.54323999999998,"0,00%"
Huila,Pital,72.99882000000001,"0,00%"
Boyacá,Oicata,71.32121000000005,"0,00%"
Boyacá,Buenavista,60.98036,"0,00%"
Boyacá,Coper,60.41585999999998,"0,00%"
Boyacá,Almeida,57.60094,"0,00%"
Santander,Pinchote,50.31744999999995,"0,00%"
Boyacá,Rondon,48.303819999999995,"0,00%"
Boyacá,Gachantiva,47.611059999999995,"0,00%"
Boyacá,La Capilla,46.3613,"0,00%"
Boyacá,Briceno,45.96842000000001,"0,00%"
Putumayo,Valle Del Guamuez,45.32739999999999,"0,00%"
Boyacá,San Eduardo,43.97849999999999,"0,00%"
Boyacá,Berbeo,42.45356000000001,"0,00%"
Valle Del Cauca,Sevilla,38.26196000000001,"0,00%"
Cesar,Gamarra,9.37156,"0,00%"
Antioquia,Santa Barbara,0.23206000000000002,"0,00%"
