Departamento,Municipio,Demanda Real [MWh],Participación [%]
Atlántico,Piojo,153.40596000000014,"0,00%"
Nariño,Arboleda,152.49696000000006,"0,00%"
Boyacá,Boyaca,149.03261999999984,"0,00%"
Sucre,Chalan,147.89136000000008,"0,00%"
Putumayo,Puerto Asis,146.71889000000002,"0,00%"
Boyacá,Viracacha,145.42339000000004,"0,00%"
Nariño,Ancuya,145.35696000000002,"0,00%"
Boyacá,Saboya,143.19396000000077,"0,00%"
Boyacá,Pauna,140.38317999999987,"0,00%"
Boyacá,Iza,139.43226999999993,"0,00%"
Boyacá,Guican,139.40685999999977,"0,00%"
Boyacá,Guacamayas,138.79762000000028,"0,00%"
Boyacá,S.Jose De Pare,137.47701999999956,"0,00%"
Casanare,Monterrey,136.84915,"0,00%"
Boyacá,Siachoque,136.57247000000046,"0,00%"
Nariño,Los Andes,135.91500000000002,"0,00%"
Nariño,La Llanada,135.915,"0,00%"
Boyacá,S.Luis De Gaceno,135.67891999999978,"0,00%"
Nariño,Contadero,135.41136000000003,"0,00%"
Boyacá,Somondoco,132.07270999999983,"0,00%"
Boyacá,Sutatenza,131.2221400000003,"0,00%"
Boyacá,Oicata,129.57333999999983,"0,00%"
Boyacá,Cucaita,128.50175,"0,00%"
Valle Del Cauca,Trujillo,126.75504000000014,"0,00%"
Boyacá,San Mateo,125.97227000000004,"0,00%"
Boyacá,Chiscas,124.39724999999991,"0,00%"
Nariño,Providencia,123.96563999999996,"0,00%"
Boyacá,Jerico,123.82606999999999,"0,00%"
Santander,San Vicentede Ch.,122.04419000000003,"0,00%"
Boyacá,Chiquiza,121.43333000000018,"0,00%"
Boyacá,Gachantiva,120.77256000000003,"0,00%"
Boyacá,Quipama,120.26675999999998,"0,00%"
Boyacá,Chinavita,118.75822999999998,"0,00%"
Boyacá,Cienega,118.2328800000001,"0,00%"
Valle Del Cauca,Ulloa,117.21480000000028,"0,00%"
Nariño,Tangua,114.03479999999995,"0,00%"
Boyacá,El Espino,113.03089000000028,"0,00%"
Boyacá,Togui,111.24541999999973,"0,00%"
Boyacá,Tinjaca,108.75085999999999,"0,00%"
Cesar,Manaure B.Cesar,106.46555999999995,"0,00%"
Boyacá,Macanal,105.41739000000015,"0,00%"
Huila,Pital,105.15728000000001,"0,00%"
Boyacá,Cuitiva,104.66595000000015,"0,00%"
Bolívar,Villanueva,97.80252000000004,"0,00%"
Boyacá,Santa Sofia,96.6331700000002,"0,00%"
Córdoba,Los Cordobas,96.58019999999996,"0,00%"
Boyacá,Sora,96.35248999999999,"0,00%"
Boyacá,Labranzagrande,95.67644000000007,"0,00%"
Boyacá,Zetaquira,93.74645000000002,"0,00%"
Boyacá,Chitaraque,93.37048999999998,"0,00%"
Córdoba,San José De Uré,92.85792000000006,"0,00%"
Nariño,Ospina,91.66548,"0,00%"
Nariño,San Bernardo,85.68384,"0,00%"
Boyacá,Tota,85.55945999999997,"0,00%"
Boyacá,Umbita,83.79281999999998,"0,00%"
Putumayo,Valle Del Guamuez,82.85877000000013,"0,00%"
Boyacá,Cubara,82.75426999999999,"0,00%"
Putumayo,Orito,82.17662000000003,"0,00%"
Boyacá,Gameza,82.02942000000007,"0,00%"
Boyacá,Caldas,76.79649999999998,"0,00%"
Boyacá,Panqueba,70.34266,"0,00%"
Boyacá,Paez,67.92634000000001,"0,00%"
Boyacá,Buenavista,67.20081000000005,"0,00%"
Boyacá,Berbeo,59.51677,"0,00%"
Boyacá,San Eduardo,58.62973,"0,00%"
Boyacá,Almeida,57.40333,"0,00%"
Boyacá,Tenza,55.85279000000001,"0,00%"
Boyacá,Briceno,54.56412999999999,"0,00%"
Boyacá,Coper,52.31786000000001,"0,00%"
Nariño,Santacruz,51.73404000000001,"0,00%"
Santander,Pinchote,51.062129999999996,"0,00%"
Boyacá,La Capilla,46.789,"0,00%"
Valle Del Cauca,Sevilla,46.133480000000034,"0,00%"
Huila,Baraya,42.74731000000001,"0,00%"
Nariño,Barbacoas,34.63979999999999,"0,00%"
Boyacá,Rondon,24.746859999999998,"0,00%"
Caldas,Aguadas,16.111569999999997,"0,00%"
Antioquia,Santa Barbara,1.0841400000000003,"0,00%"
Cundinamarca,Choconta,0.005700000000000001,"0,00%"
